Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
1380.3281250000,1,4008.9743652344,2786.1538085938,5387.8203125000,893.8461303711,4231.5385742188,1598.3333740234,5995.6411132813,1948.8461914063,1018.9743652344,2224.4870605469,3866.0256347656,889.2307739258,8306.5380859375,7140.8974609375,3557.3076171875,5718.7177734375,,,
1380.3359375000,1,5758.7177734375,23.9743499756,8307.0517578125,1101.9230957031,3990.8974609375,5368.7177734375,100.6410140991,3189.6154785156,2695.6411132813,3823.7180175781,733.0769042969,1328.8461914063,4186.9228515625,3434.3588867188,6052.1796875000,3482.6923828125,,,
1380.3437500000,1,4805.1284179688,3095.8974609375,923.9743652344,1769.3590087891,1879.8718261719,8261.9228515625,2382.5642089844,4315.0000000000,1617.6922607422,5462.5639648438,2078.5898437500,947.8204956055,953.2051391602,6056.9228515625,425.5128173828,7996.2822265625,,,
1380.3515625000,1,5473.8461914063,6435.0000000000,7906.2822265625,3730.8974609375,8287.0517578125,980.0000000000,501.2820434570,5954.6152343750,6940.5126953125,5086.0258789063,2221.0256347656,7472.9487304688,7503.8461914063,1136.2821044922,6475.7690429688,6290.8974609375,,,
1380.3593750000,1,2025.3846435547,3852.0512695313,8009.2309570313,4462.5639648438,6327.5639648438,3260.3845214844,5287.9487304688,2453.7180175781,5935.5126953125,7431.6665039063,1596.2821044922,3120.7692871094,240.6410217285,8036.6665039063,5609.2309570313,6094.3588867188,,,
1380.3671875000,1,6684.2309570313,1360.1281738281,3737.9487304688,3446.4101562500,4263.9741210938,7816.7949218750,5651.4101562500,1567.8205566406,2598.7180175781,7812.4360351563,8311.9228515625,2552.3076171875,4974.7436523438,8140.0000000000,4844.6152343750,4848.0771484375,,,
1380.3750000000,1,2737.0512695313,6725.0000000000,1906.1538085938,6803.2050781250,1724.3590087891,7398.0771484375,906.4102783203,3067.5642089844,768.0769042969,8321.4101562500,1978.0769042969,463.0769042969,7696.4101562500,617.9487304688,1821.2821044922,2029.3590087891,,,
1380.3828125000,1,2404.2307128906,3006.9230957031,4004.1025390625,5427.8203125000,5691.9228515625,7500.2563476563,7594.6152343750,5816.5385742188,815.8973999023,2511.2819824219,8357.9482421875,23.2051200867,6136.2822265625,5553.9741210938,1461.5384521484,330.1282043457,,,
1380.3906250000,1,3620.6411132813,3706.6667480469,3695.8974609375,6118.7177734375,5775.2563476563,7271.2822265625,1063.2050781250,2200.3845214844,6644.7436523438,5346.1538085938,7634.1025390625,629.3589477539,5881.0258789063,7352.9487304688,1244.2307128906,3091.0256347656,,,
1380.3984375000,1,1713.3333740234,1585.6409912109,1864.7435302734,1199.1025390625,446.5384521484,3289.7436523438,7288.9746093750,6502.6923828125,3570.3845214844,6437.3076171875,3675.0000000000,1404.1025390625,1977.0512695313,4395.1284179688,6982.4360351563,3601.0256347656,,,
1380.4062500000,1,8101.2822265625,8198.0771484375,8187.3076171875,4789.4873046875,5912.1796875000,7459.4873046875,3418.5898437500,4833.8461914063,1493.3333740234,736.5384521484,5947.9487304688,4009.2307128906,1964.3590087891,1157.0512695313,5184.2309570313,3103.8461914063,,,
1380.4140625000,1,6224.7436523438,8072.6923828125,26.0256328583,2241.1538085938,4240.1284179688,6034.6152343750,1767.8205566406,5055.8974609375,6118.7177734375,3336.9230957031,5261.1538085938,6696.7949218750,7614.8715820313,2233.4614257813,7496.1538085938,1365.3846435547,,,
1380.4218750000,1,7084.2309570313,2933.8461914063,4575.8974609375,7531.6665039063,8328.3330078125,2257.6923828125,1778.2050781250,7949.3588867188,5336.9228515625,4668.9741210938,3398.8461914063,6286.1538085938,4710.0000000000,2360.7692871094,3107.0512695313,1744.8718261719,,,
1380.4296875000,1,7981.2822265625,6647.0512695313,5727.8203125000,3690.1281738281,7736.9228515625,1005.7692260742,8209.3593750000,5686.0258789063,6054.1025390625,5915.5126953125,8207.6923828125,686.7948608398,4811.7949218750,3863.5898437500,482.4358825684,1015.3845825195,,,
1380.4375000000,1,2071.9230957031,3067.6923828125,5667.4360351563,4367.4360351563,5913.8461914063,2431.2819824219,5686.2822265625,3774.6154785156,2499.6154785156,2298.3332519531,7512.1796875000,4686.1538085938,4469.7436523438,3616.1538085938,4358.2050781250,7433.7177734375,,,
1380.4453125000,1,2837.5642089844,5292.1796875000,3459.7436523438,4013.0769042969,4154.4873046875,873.4615478516,7825.5126953125,7498.8461914063,2176.1538085938,712.3076782227,57.5640945435,4874.1025390625,2278.7180175781,5483.8461914063,3582.8205566406,699.6153564453,,,
1380.4531250000,1,1035.3846435547,2069.6154785156,6786.0258789063,5645.6411132813,5471.0258789063,711.6666870117,557.1795043945,834.6153564453,4951.1538085938,6408.2050781250,5923.2050781250,1761.5384521484,4455.2563476563,542.5640869141,5290.6411132813,4539.7436523438,,,
1380.4609375000,1,4669.4873046875,4638.8461914063,6274.8715820313,5210.0000000000,1800.8974609375,5187.3076171875,6610.2563476563,6417.3076171875,6854.1025390625,5341.4101562500,2317.4357910156,1133.4615478516,7910.0000000000,1189.4871826172,5965.0000000000,752.6923217773,,,
1380.4687500000,1,5034.6152343750,1526.6666259766,269.3589782715,1541.6666259766,1965.5128173828,3104.3588867188,8311.7949218750,4311.6665039063,6127.3076171875,2033.7178955078,3115.1281738281,4691.1538085938,356.6666564941,4520.1284179688,1222.6922607422,6657.3076171875,,,
1380.4765625000,1,1230.8974609375,198.0769195557,5021.9228515625,8177.9487304688,1353.4615478516,5087.5639648438,7661.0258789063,3541.7949218750,5765.1284179688,5584.3588867188,1994.3590087891,2447.3076171875,4147.0512695313,666.4102783203,7344.6152343750,3387.3076171875,,,
1380.4843750000,1,5507.1796875000,3191.1538085938,7887.8203125000,2034.6153564453,1417.3077392578,8386.1542968750,1029.4871826172,8197.8203125000,6492.1796875000,4593.4614257813,2679.8718261719,1310.6409912109,7606.7949218750,5861.5385742188,2577.1794433594,6865.7690429688,,,
1380.4921875000,1,6315.1284179688,4096.6665039063,3897.5642089844,8286.4101562500,3448.4614257813,1959.8718261719,3802.5642089844,5856.4101562500,3595.1281738281,4791.7949218750,2651.1538085938,1737.5640869141,8364.7431640625,5565.5126953125,1021.9230957031,4178.7177734375,,,
1380.5000000000,1,965.5128173828,5937.9487304688,5751.7949218750,4160.8974609375,5869.3588867188,475.0000000000,6423.8461914063,840.6409912109,6904.8715820313,4751.1538085938,4407.6923828125,1186.0256347656,3401.7949218750,2434.2307128906,3617.0512695313,4874.3588867188,,,
1380.5078125000,1,79.3589630127,7143.9741210938,4241.0258789063,4601.2822265625,7949.2309570313,3592.8205566406,2767.3076171875,1736.2821044922,5954.3588867188,4411.7949218750,5134.2309570313,6130.0000000000,7935.1284179688,6725.1284179688,3155.2563476563,2051.9230957031,,,
1380.5156250000,1,3391.1538085938,1647.3077392578,3245.7692871094,6395.3847656250,6130.2563476563,5027.9487304688,4303.3334960938,797.4359130859,6309.4873046875,2979.4870605469,6670.8974609375,758.9743652344,68.3333282471,1791.1538085938,7245.6411132813,178.4615325928,,,
1380.5234375000,1,3720.2563476563,3208.4614257813,847.4359130859,3680.5129394531,6266.7949218750,1472.4359130859,3208.4614257813,8043.9746093750,3714.6154785156,3716.0256347656,6193.3334960938,7492.1796875000,6388.7177734375,7896.7949218750,3487.9487304688,6647.0512695313,,,
1380.5312500000,1,3771.9230957031,7559.4873046875,1948.5897216797,4916.6665039063,4316.9228515625,6466.5385742188,4433.3334960938,5571.4101562500,5940.3847656250,902.0512695313,3743.9743652344,2988.9743652344,39.4871711731,6144.8715820313,4697.9487304688,7052.0512695313,,,
1380.5390625000,1,4008.7180175781,706.0256347656,4943.5898437500,2868.7180175781,7723.3334960938,7094.8715820313,4148.0771484375,5566.6665039063,2037.6922607422,3796.9230957031,5126.5385742188,5755.5126953125,7803.2050781250,1791.9230957031,3524.7436523438,6501.0258789063,,,
1380.5468750000,1,2679.7436523438,1434.3590087891,3829.8718261719,3087.5642089844,887.5640869141,1171.1538085938,3710.2563476563,5934.7436523438,7530.2563476563,8161.6665039063,6022.5639648438,2474.1025390625,6877.1796875000,6232.8203125000,3536.5385742188,5965.1284179688,,,
1380.5546875000,1,541.5384521484,3347.4357910156,3872.8205566406,6270.7690429688,6709.8715820313,1092.0512695313,84.6153793335,656.0256347656,1147.4359130859,76.1538391113,6808.3334960938,4991.2822265625,4787.6923828125,3287.6923828125,8303.2050781250,1126.6666259766,,,
1380.5625000000,1,5674.2309570313,853.7179565430,6118.7177734375,2124.6154785156,7838.7177734375,5516.7949218750,7611.7949218750,5676.4101562500,7804.6152343750,147.5640869141,2454.7436523438,812.9487304688,2869.6154785156,3474.3588867188,2696.5385742188,7163.3334960938,,,
1380.5703125000,1,7606.2822265625,3269.7436523438,6575.1284179688,2360.6411132813,5408.7177734375,6909.7436523438,8085.8974609375,1323.4615478516,4247.4360351563,2.0512731075,6119.7436523438,7808.9746093750,2279.8718261719,3229.8718261719,422.8204956055,8397.9482421875,,,
1380.5781250000,1,889.4871826172,5140.1284179688,8288.8457031250,3886.1538085938,7134.2309570313,1636.6666259766,6978.9741210938,8140.7690429688,8016.9228515625,4131.1538085938,4754.8715820313,4208.5898437500,6741.0258789063,6665.0000000000,497.0512695313,1963.4615478516,,,
1380.5859375000,1,6503.5898437500,4499.1025390625,6919.1025390625,6818.8461914063,6697.5639648438,7266.2822265625,5267.1796875000,2637.5642089844,2858.8461914063,2936.9230957031,2506.7949218750,2518.4614257813,7048.0771484375,144.1025543213,1220.6409912109,7154.6152343750,,,
1380.5937500000,1,4361.7949218750,6958.4614257813,6113.0771484375,6702.5639648438,208.3333282471,5173.5898437500,5745.1284179688,7746.6665039063,835.5128173828,3014.7436523438,1691.7949218750,7490.5126953125,3955.3845214844,4961.9228515625,4849.4873046875,6697.3076171875,,,
1380.6015625000,1,1988.2050781250,3529.3588867188,5345.1284179688,201.2820434570,5870.7690429688,4996.4101562500,5148.3334960938,895.1281738281,6841.2822265625,8386.7949218750,6405.3847656250,1409.6153564453,7316.6665039063,6269.1025390625,6892.8203125000,2248.2050781250,,,
1380.6093750000,1,6044.8715820313,8215.3847656250,7969.4873046875,6831.4101562500,1563.5897216797,4195.7690429688,5802.1796875000,1701.1538085938,7878.3334960938,7885.5126953125,7537.8203125000,6186.2822265625,8041.6665039063,3176.2819824219,1567.4359130859,5986.7949218750,,,
1380.6171875000,1,263.5897216797,7024.3588867188,31.1538372040,3584.3588867188,508.5897216797,7201.9228515625,3795.0000000000,5061.7949218750,2599.7436523438,180.3846130371,5980.0000000000,4807.9487304688,1208.9743652344,989.4871826172,7738.7177734375,7616.4101562500,,,
1380.6250000000,1,8316.2822265625,6985.3847656250,3787.3076171875,4341.9228515625,7794.1025390625,6080.1284179688,7883.9746093750,3201.2819824219,6772.1796875000,1902.5640869141,6016.7949218750,5072.0512695313,4969.6152343750,8099.8715820313,3400.1281738281,7980.3847656250,,,
1380.6328125000,1,3600.3845214844,1125.6409912109,8160.7690429688,4742.4360351563,4534.3588867188,3240.5129394531,4784.6152343750,3661.1538085938,1977.9487304688,1704.6153564453,3293.5898437500,3944.7436523438,1382.8205566406,215.6410217285,2325.3845214844,7838.4614257813,,,
1380.6406250000,1,4659.1025390625,476.0256347656,2295.7692871094,8262.4355468750,6826.9228515625,8335.1279296875,8083.5898437500,2407.0512695313,1906.5384521484,1020.5128173828,5992.3076171875,1952.3077392578,7083.3334960938,6952.6923828125,5055.3847656250,7379.4873046875,,,
1380.6484375000,1,3518.2050781250,6978.7177734375,4832.9487304688,2121.9230957031,1334.6153564453,168.0769195557,2332.9487304688,148.7179412842,6760.8974609375,6.0256319046,858.9743652344,1517.9487304688,7580.6411132813,7139.1025390625,531.5384521484,6861.6665039063,,,
1380.6562500000,1,6580.2563476563,5935.1284179688,4427.9487304688,833.0769042969,8280.0000000000,4012.9487304688,1740.7691650391,6536.7949218750,28.4615287781,2763.9743652344,7334.8715820313,6959.4873046875,280.1282043457,457.8204956055,4351.4101562500,139.4871673584,,,
1380.6640625000,1,5572.4360351563,2111.6667480469,3024.8718261719,5200.7690429688,8325.7695312500,2510.8974609375,4104.7436523438,7089.1025390625,5357.1796875000,5963.7177734375,3187.4357910156,4652.8203125000,4377.5639648438,3131.4101562500,7184.2309570313,931.1538696289,,,
1380.6718750000,1,8279.2304687500,4113.9741210938,4197.6923828125,2316.2819824219,3691.0256347656,8113.2050781250,926.4102783203,5092.4360351563,1089.2307128906,3720.8974609375,2424.8718261719,1734.4871826172,6782.8203125000,3020.2563476563,2430.8974609375,3345.3845214844,,,
1380.6796875000,1,2340.1281738281,31.0256328583,2057.0512695313,5680.8974609375,559.4871826172,6085.5126953125,5760.6411132813,1894.6153564453,3953.3332519531,7898.4614257813,3696.5385742188,2969.3588867188,7040.8974609375,3245.5129394531,216.5384521484,4604.3588867188,,,
1380.6875000000,1,6483.2050781250,517.1795043945,6555.8974609375,6890.7690429688,2959.7436523438,5764.4873046875,5486.0258789063,5373.2050781250,6718.7177734375,6142.3076171875,4084.2307128906,7154.3588867188,8198.4619140625,6480.5126953125,3741.2819824219,2048.4614257813,,,
1380.6953125000,1,5991.2822265625,7932.4360351563,6396.6665039063,4453.4614257813,4158.8461914063,1288.3333740234,946.4102783203,986.0256347656,3130.6411132813,3425.0000000000,1202.5640869141,7810.5126953125,5397.3076171875,5149.3588867188,1501.9230957031,712.9487304688,,,
1380.7031250000,1,4122.8203125000,3031.2819824219,626.7948608398,7516.1538085938,3432.1794433594,2256.0256347656,7333.0771484375,6722.3076171875,1847.9487304688,4005.7692871094,1720.1281738281,7321.7949218750,3974.4870605469,2194.8718261719,7908.4614257813,4053.0769042969,,,
1380.7109375000,1,5061.7949218750,2126.9230957031,4570.3847656250,2400.5126953125,1938.4615478516,5818.4614257813,4920.0000000000,688.8461303711,210.1281890869,4956.5385742188,3549.4870605469,914.8717651367,5524.2309570313,2291.6667480469,56.0256309509,8190.2563476563,,,
1380.7187500000,1,3019.6154785156,6925.8974609375,3436.0256347656,6592.6923828125,6292.4360351563,3595.1281738281,1670.2563476563,5738.3334960938,297.6922912598,539.7435913086,7977.0512695313,2795.2563476563,3225.5129394531,394.4871826172,184.8717803955,320.1282043457,,,
1380.7265625000,1,3446.6667480469,144.7435760498,8031.1538085938,3732.3076171875,3013.0769042969,2304.1025390625,6662.9487304688,8054.6152343750,7262.8203125000,5448.8461914063,2781.4101562500,3125.2563476563,6507.0512695313,3912.1794433594,779.4871826172,3177.4357910156,,,
1380.7343750000,1,4613.7177734375,7299.8715820313,139.1025543213,7649.2309570313,8396.0253906250,4836.4101562500,3534.6154785156,1781.5384521484,5293.4614257813,1374.6153564453,2637.1794433594,3178.2050781250,6310.8974609375,5577.3076171875,3500.6411132813,4456.0258789063,,,
1380.7421875000,1,5926.9228515625,655.2564086914,1003.3333129883,6439.1025390625,8361.2822265625,5015.8974609375,2070.5126953125,6205.3847656250,3034.3588867188,5301.7949218750,1807.5640869141,2009.7435302734,5590.6411132813,4148.3334960938,2648.0769042969,5913.5898437500,,,
1380.7500000000,1,6826.5385742188,4590.7690429688,5156.6665039063,5595.2563476563,7195.8974609375,5204.7436523438,7603.0771484375,7260.1284179688,6651.4101562500,7012.6923828125,5466.5385742188,8179.7436523438,7313.0771484375,4671.2822265625,613.5897216797,5442.5639648438,,,
1380.7578125000,1,6016.6665039063,7360.6411132813,57.6922988892,6151.4101562500,7190.5126953125,967.3076782227,5637.9487304688,5127.0512695313,6640.6411132813,130.5128173828,1175.3846435547,6372.4360351563,869.1025390625,2767.9487304688,1562.9487304688,678.2051391602,,,
1380.7656250000,1,3155.6411132813,8356.2822265625,1400.8974609375,5989.8715820313,43.8461456299,5463.0771484375,2437.1794433594,6029.2309570313,6604.1025390625,298.7179260254,1357.0512695313,6693.2050781250,3254.3588867188,2848.2050781250,3360.8974609375,931.1538696289,,,
1380.7734375000,1,5364.4873046875,3680.1281738281,2777.9487304688,1680.3846435547,8385.1279296875,3852.1794433594,625.0000000000,2848.4614257813,6616.4101562500,5358.5898437500,293.5897216797,1479.6153564453,5715.1284179688,3602.8205566406,5219.4873046875,2932.4357910156,,,
1380.7812500000,1,8317.0517578125,6031.0258789063,6497.3076171875,6589.8715820313,2971.5385742188,3293.5898437500,2426.9230957031,1412.9487304688,1036.1538085938,1135.5128173828,429.7435913086,2561.2819824219,3355.0000000000,7533.7177734375,2155.8974609375,4125.8974609375,,,
1380.7890625000,1,2825.8974609375,5969.1025390625,5581.4101562500,6747.9487304688,2057.8205566406,3726.7949218750,7787.6923828125,7489.2309570313,3203.2050781250,3182.8205566406,7565.0000000000,4683.8461914063,336.1538391113,4480.6411132813,8127.6923828125,7693.9746093750,,,
1380.7968750000,1,5741.4101562500,5081.4101562500,2947.3076171875,6220.5126953125,987.3076782227,6616.6665039063,1369.6153564453,7469.2309570313,1358.2050781250,7082.9487304688,3407.3076171875,7150.3847656250,2348.7180175781,733.9743652344,4772.3076171875,1599.1025390625,,,
1380.8046875000,1,3540.5129394531,3133.2050781250,7891.4101562500,6898.7177734375,2615.2563476563,3663.0769042969,5832.4360351563,6311.1538085938,971.9230957031,3755.5129394531,2114.1025390625,1897.8205566406,5297.4360351563,8329.2304687500,2649.6154785156,6180.5126953125,,,
1380.8125000000,1,1808.8461914063,3024.6154785156,4760.1284179688,6900.2563476563,3641.1538085938,2233.9743652344,6903.2050781250,6216.5385742188,4505.8974609375,4081.5385742188,3418.2050781250,5124.4873046875,6702.6923828125,5003.3334960938,6662.5639648438,8128.9746093750,,,
1380.8203125000,1,2235.6411132813,3064.6154785156,5323.0771484375,6586.2822265625,5517.5639648438,4549.4873046875,3279.3588867188,2276.7949218750,1284.7435302734,4379.1025390625,1152.5640869141,1076.4102783203,5712.4360351563,5267.0512695313,4427.5639648438,7875.5126953125,,,
1380.8281250000,1,5385.0000000000,4200.1284179688,6445.3847656250,3351.1538085938,6168.8461914063,4979.7436523438,4912.8203125000,6345.0000000000,116.1538391113,2978.0769042969,444.1025695801,1112.9487304688,4240.3847656250,7548.8461914063,7195.5126953125,1931.9230957031,,,
1380.8359375000,1,3756.9230957031,3937.1794433594,4425.0000000000,8348.5898437500,5714.6152343750,8113.7177734375,2337.4357910156,1933.9743652344,7833.7177734375,4062.9487304688,4564.1025390625,3201.4101562500,2048.2050781250,665.1281738281,314.6153869629,1861.5384521484,,,
1380.8437500000,1,5065.1284179688,7426.9228515625,1079.8718261719,5993.8461914063,6509.6152343750,5515.8974609375,1920.8974609375,3371.9230957031,5601.9228515625,8218.5898437500,5476.4101562500,4968.0771484375,4942.0512695313,2560.0000000000,5247.0512695313,6106.5385742188,,,
1380.8515625000,1,1277.9487304688,935.5128173828,804.4871826172,6603.0771484375,4454.4873046875,1833.8461914063,1439.8718261719,5506.4101562500,1543.7178955078,1363.7178955078,3421.4101562500,1539.3590087891,923.3333129883,265.1282043457,4301.6665039063,4466.6665039063,,,
1380.8593750000,1,3993.9743652344,7206.4101562500,2551.5385742188,4748.7177734375,1043.3333740234,872.8204956055,7948.7177734375,967.1795043945,6612.1796875000,4961.1538085938,6732.1796875000,5971.4101562500,7383.3334960938,2983.2050781250,616.2820434570,6072.9487304688,,,
1380.8671875000,1,375.7692260742,6947.6923828125,5646.9228515625,4376.5385742188,3481.4101562500,6864.4873046875,4567.9487304688,5880.6411132813,6661.7949218750,1884.2307128906,1091.4102783203,499.3589782715,5717.4360351563,4988.8461914063,2517.3076171875,1900.7691650391,,,
1380.8750000000,1,4552.1796875000,6667.1796875000,7752.6923828125,2828.3332519531,7955.5126953125,4625.8974609375,2145.3845214844,3625.6411132813,8141.6665039063,6182.0512695313,7236.0258789063,6672.1796875000,142.9487152100,5892.1796875000,2387.3076171875,2425.0000000000,,,
1380.8828125000,1,5840.8974609375,5036.6665039063,2753.2050781250,7456.4101562500,4320.2563476563,7722.5639648438,4177.5639648438,7166.0258789063,6367.1796875000,1442.4359130859,646.0256347656,1141.7949218750,2417.3076171875,7522.6923828125,7607.0512695313,6936.0258789063,,,
1380.8906250000,1,2014.2307128906,1660.1281738281,4397.4360351563,5588.3334960938,4852.9487304688,37.5640945435,2962.5642089844,3485.2563476563,1845.1281738281,2810.2563476563,7213.2050781250,7082.4360351563,6730.8974609375,998.9743652344,2740.3845214844,4237.8203125000,,,
1380.8984375000,1,5285.0000000000,4066.1538085938,5315.3847656250,7511.5385742188,8186.9228515625,4170.0000000000,8085.7690429688,3491.4101562500,387.3076782227,6082.0512695313,3396.9230957031,4146.2822265625,4300.2563476563,8386.6669921875,7247.9487304688,1135.7691650391,,,
1380.9062500000,1,3583.0769042969,906.5384521484,6131.1538085938,1097.5640869141,900.2564086914,3461.6667480469,341.7948608398,2660.8974609375,4522.5639648438,8067.1796875000,18.8461456299,5154.7436523438,7352.1796875000,8260.2568359375,2707.4357910156,811.4102783203,,,
1380.9140625000,1,1567.9487304688,684.1025390625,5098.4614257813,300.1282043457,2581.2819824219,6493.5898437500,1987.0512695313,1671.4102783203,4825.3847656250,5860.2563476563,1526.4102783203,42.4358901978,1103.4615478516,828.9743652344,6203.7177734375,2620.1281738281,,,
1380.9218750000,1,601.4102783203,820.3845825195,2187.0512695313,6661.6665039063,2097.6923828125,7104.1025390625,5761.7949218750,6828.7177734375,4436.0258789063,1837.1794433594,4360.1284179688,3349.7436523438,3726.9230957031,3750.5129394531,4453.0771484375,297.4358825684,,,
1380.9296875000,1,1513.8461914063,5005.3847656250,190.1281890869,5715.3847656250,7309.7436523438,2806.6667480469,4209.1025390625,2345.5126953125,3856.4101562500,3742.0512695313,8305.6406250000,5765.7690429688,6094.8715820313,3740.3845214844,6047.5639648438,3807.4357910156,,,
1380.9375000000,1,5952.0512695313,4648.9741210938,4046.2819824219,112.6922988892,1349.8718261719,3734.6154785156,2577.8205566406,496.9230651855,7797.6923828125,2270.3845214844,7519.1025390625,8083.2050781250,1433.4615478516,5266.9228515625,5160.7690429688,3924.8718261719,,,
1380.9453125000,1,7901.6665039063,8147.8203125000,4810.2563476563,6511.1538085938,559.8717651367,3357.4357910156,6283.8461914063,5489.3588867188,6876.7949218750,4032.5642089844,2406.5385742188,6270.2563476563,5072.5639648438,8185.2563476563,6975.8974609375,26.4102478027,,,
1380.9531250000,1,4588.8461914063,5119.4873046875,2796.2819824219,7970.7690429688,3079.7436523438,1330.1281738281,5091.5385742188,2362.5642089844,5639.2309570313,5291.1538085938,5254.3588867188,770.6409912109,5996.6665039063,64.7435836792,6127.3076171875,1277.6922607422,,,
1380.9609375000,1,1768.3333740234,1672.0512695313,5504.6152343750,2500.2563476563,7217.0512695313,6908.2050781250,3906.7949218750,1145.7691650391,3513.5898437500,3619.4870605469,5527.6923828125,6985.1284179688,2660.3845214844,5951.6665039063,2914.6154785156,5877.5639648438,,,
1380.9687500000,1,955.1281738281,594.3589477539,4092.6923828125,5120.3847656250,5432.1796875000,4557.9487304688,6947.9487304688,132.8205108643,2740.1281738281,4820.7690429688,2427.9487304688,2192.8205566406,4515.8974609375,3238.9743652344,2217.4357910156,1566.4102783203,,,
1380.9765625000,1,3244.2307128906,7305.2563476563,1017.5640869141,3323.8461914063,2434.8718261719,4382.8203125000,726.7948608398,8352.8203125000,4739.3588867188,2703.8461914063,7184.6152343750,6209.7436523438,7997.9487304688,2168.0769042969,4367.3076171875,2405.5126953125,,,
1380.9843750000,1,1965.2563476563,2455.8974609375,2902.8205566406,3594.1025390625,5321.4101562500,1758.0769042969,146.6666564941,837.6923217773,6651.7949218750,2087.9487304688,2734.2307128906,3091.0256347656,5457.3076171875,6713.9741210938,6448.8461914063,3913.5898437500,,,
1380.9921875000,1,6802.1796875000,7213.0771484375,8185.6411132813,3066.4101562500,5345.0000000000,3569.7436523438,254.7435760498,734.2307739258,1079.7435302734,2822.5642089844,327.0512695313,4882.6923828125,4709.4873046875,2497.9487304688,7314.7436523438,6426.1538085938,,,
1381.0000000000,1,8058.5898437500,7803.7177734375,5685.0000000000,3494.7436523438,8165.1284179688,4284.8715820313,7823.2050781250,874.8717651367,7944.6152343750,8281.5380859375,5082.4360351563,2725.8974609375,7624.4873046875,7771.5385742188,7007.3076171875,7293.5898437500,,,
1381.0078125000,1,5517.6923828125,2995.8974609375,1587.1794433594,524.3589477539,7652.9487304688,4330.1284179688,4758.8461914063,2143.3332519531,1246.1538085938,871.9230957031,5845.6411132813,5060.1284179688,8323.3330078125,5147.5639648438,1401.1538085938,3358.0769042969,,,
1381.0156250000,1,7550.6411132813,2440.0000000000,4008.7180175781,7515.3847656250,6998.3334960938,3636.2819824219,1810.5128173828,5799.2309570313,4368.8461914063,3278.4614257813,6112.0512695313,7818.7177734375,2635.8974609375,8168.0771484375,7093.3334960938,6315.1284179688,,,
1381.0234375000,1,3065.1281738281,5922.3076171875,7938.0771484375,7922.3076171875,5950.2563476563,6615.1284179688,2519.6154785156,4958.5898437500,7755.8974609375,3232.8205566406,4867.9487304688,6797.1796875000,315.7692260742,927.3076782227,2617.3076171875,797.0512695313,,,
1381.0312500000,1,2568.4614257813,535.2564086914,1677.5640869141,7049.7436523438,7704.2309570313,2249.2307128906,229.6153717041,5267.3076171875,1991.6666259766,7660.2563476563,6790.7690429688,1833.7178955078,1969.6153564453,7394.2309570313,7396.0258789063,3551.6667480469,,,
1381.0390625000,1,4983.5898437500,2393.9743652344,3265.6411132813,7409.8715820313,7287.0512695313,7595.1284179688,2813.8461914063,1350.3846435547,5635.6411132813,5482.1796875000,2259.2307128906,5439.6152343750,7421.2822265625,7778.8461914063,116.2820434570,4210.0000000000,,,
1381.0468750000,1,2672.1794433594,2815.7692871094,1753.7178955078,3322.3076171875,5923.0771484375,2215.5126953125,621.7948608398,2703.0769042969,6716.9228515625,2136.5385742188,2541.2819824219,7885.2563476563,1278.7178955078,1573.4615478516,6695.2563476563,2436.1538085938,,,
1381.0546875000,1,6408.2050781250,6688.7177734375,2837.9487304688,6832.8203125000,7551.1538085938,2155.8974609375,4110.8974609375,4531.0258789063,7844.7436523438,2098.2050781250,5174.3588867188,8190.5126953125,4311.5385742188,2313.8461914063,7111.6665039063,1918.4615478516,,,
1381.0625000000,1,2426.1538085938,3415.3845214844,7505.6411132813,7592.8203125000,1218.7178955078,8362.0517578125,3168.0769042969,3668.5898437500,4898.3334960938,5435.3847656250,4498.2050781250,4719.1025390625,4880.3847656250,4364.4873046875,6149.4873046875,1580.8974609375,,,
1381.0703125000,1,105.3846054077,5067.8203125000,7076.7949218750,1092.1794433594,6858.7177734375,3999.1025390625,7083.2050781250,3513.8461914063,4121.5385742188,5580.1284179688,3975.3845214844,2785.8974609375,2624.6154785156,4285.7690429688,8161.9228515625,7397.9487304688,,,
1381.0781250000,1,6312.3076171875,3071.9230957031,7096.5385742188,2777.4357910156,1002.9487304688,2040.6409912109,3412.3076171875,646.5384521484,6401.1538085938,2299.4870605469,8358.4619140625,5768.9741210938,1827.3077392578,1355.7691650391,7597.0512695313,3266.4101562500,,,
1381.0859375000,1,515.5128173828,3773.5898437500,2590.8974609375,2561.7949218750,8011.6665039063,5625.3847656250,4791.6665039063,2348.2050781250,7542.4360351563,6792.6923828125,3703.0769042969,63.3333244324,3909.3588867188,6616.7949218750,1436.9230957031,7099.7436523438,,,
1381.0937500000,1,770.0000000000,1135.3846435547,2592.6923828125,2478.4614257813,4234.6152343750,5442.1796875000,555.2564086914,7720.6411132813,6251.5385742188,5174.6152343750,4584.1025390625,816.6666870117,2762.4357910156,5311.2822265625,3877.0512695313,8242.6923828125,,,
1381.1015625000,1,3752.3076171875,1151.7949218750,2153.5898437500,5172.4360351563,3143.8461914063,4953.4614257813,7721.9228515625,4050.8974609375,460.2564086914,2168.0769042969,3764.2307128906,6163.0771484375,5166.9228515625,6078.4614257813,1178.0769042969,1861.7949218750,,,
