Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
2719.1718750000,3,5250.2563476563,7505.8974609375,1573.5897216797,3143.0769042969,84.7435836792,1801.4102783203,32.8205032349,7181.1538085938,436.5384521484,8.4615297318,1141.6666259766,732.4359130859,93.3333282471,130.2564086914,7179.6152343750,4973.2050781250,,,
2719.1796875000,3,5801.7949218750,8253.3330078125,7838.5898437500,7060.5126953125,2771.4101562500,5204.8715820313,8109.4873046875,5565.8974609375,2250.3845214844,2674.7436523438,2057.8205566406,913.8461303711,316.5384521484,6181.9228515625,2946.2819824219,4092.8205566406,,,
2719.1875000000,3,1120.7691650391,3895.8974609375,4472.9487304688,8125.6411132813,6256.1538085938,4871.9228515625,3260.3845214844,4663.8461914063,2078.0769042969,3274.3588867188,492.5640869141,6509.6152343750,5032.5639648438,4480.3847656250,7193.9741210938,18.5897350311,,,
2719.1953125000,3,4453.3334960938,629.4871826172,4596.0258789063,1531.4102783203,3963.7180175781,4962.3076171875,4500.1284179688,5628.8461914063,6588.4614257813,640.1281738281,5413.4614257813,7213.9741210938,741.9230957031,80.5128097534,973.0769042969,3995.2563476563,,,
2719.2031250000,3,115.7692184448,3376.1538085938,6346.6665039063,1121.4102783203,7480.7690429688,4397.9487304688,1730.5128173828,6576.5385742188,1562.9487304688,315.2564086914,7599.8715820313,587.5640869141,717.9487304688,681.7948608398,693.2051391602,7736.4101562500,,,
2719.2109375000,3,5855.0000000000,5278.5898437500,859.4871826172,5476.9228515625,8308.0771484375,3942.6923828125,4434.3588867188,8016.1538085938,3149.4870605469,8070.1284179688,5930.2563476563,8256.5380859375,1324.4871826172,7922.3076171875,3992.0512695313,7067.5639648438,,,
2719.2187500000,3,7088.0771484375,6290.1284179688,7092.6923828125,1863.2050781250,2716.5385742188,7412.9487304688,5806.7949218750,4202.9487304688,8064.4873046875,1890.7691650391,1554.2307128906,3155.5129394531,2192.9487304688,405.0000000000,4827.8203125000,6383.8461914063,,,
2719.2265625000,3,1175.2563476563,3047.9487304688,1501.6666259766,7952.0512695313,7025.1284179688,2654.7436523438,369.6153869629,181.0256347656,2194.7436523438,5334.3588867188,599.2307739258,1083.4615478516,4592.0512695313,7087.5639648438,7595.6411132813,2622.8205566406,,,
2719.2343750000,3,3010.6411132813,3722.9487304688,323.0769042969,5694.6152343750,554.1025390625,1807.4359130859,1642.8205566406,3242.5642089844,5374.8715820313,1876.2821044922,6702.1796875000,2504.7436523438,1107.3077392578,8176.9228515625,6250.7690429688,6447.3076171875,,,
2719.2421875000,3,7655.6411132813,6865.7690429688,1223.7178955078,5589.6152343750,3066.6667480469,7070.0000000000,6883.2050781250,6842.9487304688,4163.5898437500,2049.6154785156,2870.8974609375,4098.3334960938,3638.2050781250,3756.0256347656,7789.4873046875,169.3589630127,,,
2719.2500000000,3,4189.2309570313,5149.7436523438,3599.8718261719,6739.1025390625,519.6153564453,6409.8715820313,4899.8715820313,1938.7178955078,2663.4614257813,6255.1284179688,956.4102783203,1008.2051391602,7023.8461914063,733.8461303711,4686.0258789063,4001.9230957031,,,
2719.2578125000,3,751.2820434570,6816.0258789063,8235.8974609375,8029.8715820313,1825.8974609375,5391.2822265625,1654.1025390625,6560.0000000000,1660.1281738281,2080.3845214844,2511.5385742188,6447.1796875000,1526.0256347656,507.5640869141,2223.4614257813,6592.6923828125,,,
2719.2656250000,3,5858.5898437500,6938.3334960938,1284.7435302734,2165.0000000000,7452.9487304688,8259.8720703125,1374.4871826172,5974.4873046875,3726.9230957031,130.6410217285,119.6153793335,2440.8974609375,4721.2822265625,6375.1284179688,3975.6411132813,4138.5898437500,,,
2719.2734375000,3,7097.6923828125,6834.1025390625,7181.6665039063,3105.7692871094,463.4615173340,1788.2050781250,3586.9230957031,7651.0258789063,877.5640869141,3393.3332519531,4533.4614257813,8097.0512695313,4216.4101562500,939.6153564453,5971.4101562500,1320.6409912109,,,
2719.2812500000,3,1406.7949218750,5108.5898437500,4090.6411132813,4194.2309570313,720.6409912109,4559.2309570313,3076.7949218750,3418.8461914063,5302.8203125000,472.3076782227,2090.6411132813,4453.3334960938,7633.7177734375,6376.0258789063,341.9230651855,6132.4360351563,,,
2719.2890625000,3,2586.2819824219,3446.6667480469,6778.4614257813,7451.0258789063,1663.8461914063,7005.0000000000,136.2820434570,6186.7949218750,6793.7177734375,3493.8461914063,5125.0000000000,5535.7690429688,3340.0000000000,2254.3588867188,7543.9746093750,5029.6152343750,,,
2719.2968750000,3,2108.4614257813,6011.2822265625,1039.1025390625,8035.2563476563,1598.3333740234,7308.4614257813,1035.8974609375,8323.4619140625,318.7179260254,7177.0512695313,2532.3076171875,6134.2309570313,5273.5898437500,3588.3332519531,3235.6411132813,6881.6665039063,,,
2719.3046875000,3,7312.5639648438,4252.6923828125,3280.8974609375,3202.4357910156,2273.0769042969,1902.0512695313,89.9999923706,172.3076782227,8091.1538085938,5715.6411132813,4617.0512695313,3211.9230957031,2213.0769042969,3847.0512695313,4390.1284179688,4245.3847656250,,,
2719.3125000000,3,3377.8205566406,7440.7690429688,5352.0512695313,3109.6154785156,4133.2050781250,3428.8461914063,6458.7177734375,557.0512695313,8308.7177734375,7808.5898437500,3544.6154785156,6226.6665039063,320.2564086914,2081.2819824219,5419.8715820313,7899.1025390625,,,
2719.3203125000,3,4821.2822265625,7904.2309570313,8026.6665039063,2494.6154785156,3823.0769042969,7853.3334960938,7242.9487304688,7383.4614257813,1264.8718261719,32.4358901978,1920.3846435547,6229.3588867188,1482.8205566406,332.0512695313,197.5640869141,6737.1796875000,,,
2719.3281250000,3,3794.2307128906,559.1025390625,4863.8461914063,2992.5642089844,7078.7177734375,2160.3845214844,1910.7691650391,6706.5385742188,3148.4614257813,5537.0512695313,118.0769119263,566.1538085938,176.0256347656,4311.0258789063,3489.2307128906,5793.5898437500,,,
2719.3359375000,3,2953.4614257813,5430.5126953125,3930.6411132813,1625.6409912109,7264.8715820313,621.5384521484,4094.4870605469,330.0000000000,8129.4873046875,5198.9741210938,6820.7690429688,64.1025543213,6739.7436523438,4522.4360351563,6064.4873046875,4142.1796875000,,,
2719.3437500000,3,332.9486999512,3164.6154785156,980.3845825195,186.7948608398,5756.9228515625,8301.7949218750,1560.0000000000,3121.2819824219,323.8461303711,215.3846130371,7547.8203125000,4275.0000000000,3693.2050781250,1748.2050781250,359.6153869629,6692.5639648438,,,
2719.3515625000,3,6288.7177734375,1664.7435302734,3795.1281738281,906.0256347656,1441.4102783203,7331.4101562500,5959.6152343750,2400.6411132813,2057.1794433594,658.4615478516,484.7435913086,5836.7949218750,7382.6923828125,8037.3076171875,6263.3334960938,4877.4360351563,,,
2719.3593750000,3,8204.8720703125,4380.7690429688,3169.4870605469,7941.1538085938,2291.4101562500,6825.8974609375,6770.2563476563,5996.9228515625,3531.5385742188,6066.1538085938,5933.9741210938,589.7435913086,3817.6923828125,5589.7436523438,7137.4360351563,2453.2050781250,,,
2719.3671875000,3,1740.1281738281,5936.9228515625,3708.3332519531,2505.6411132813,4560.6411132813,5593.0771484375,8269.7431640625,4499.3588867188,944.2307739258,1896.9230957031,6840.2563476563,940.3845825195,4778.2050781250,1458.7178955078,7080.1284179688,7375.5126953125,,,
2719.3750000000,3,3624.4870605469,1667.5640869141,3947.8205566406,662.8204956055,6427.5639648438,6766.2822265625,8136.5385742188,3040.7692871094,5372.3076171875,163.7179412842,2281.9230957031,3532.1794433594,510.3846130371,1621.1538085938,7916.6665039063,7515.5126953125,,,
2719.3828125000,3,3306.7949218750,7576.2822265625,421.1538391113,3927.8205566406,2765.5129394531,2279.8718261719,4940.5126953125,5631.9228515625,5531.7949218750,3924.2307128906,3168.7180175781,3826.2819824219,3665.5129394531,2550.8974609375,363.0769042969,6875.0000000000,,,
2719.3906250000,3,430.7692260742,6300.0000000000,6839.4873046875,8245.1279296875,4441.1538085938,671.6666870117,3610.3845214844,4577.0512695313,1068.7178955078,2173.8461914063,5075.6411132813,7477.8203125000,121.6666564941,2529.7436523438,3667.6923828125,42.4358901978,,,
2719.3984375000,3,4032.8205566406,4768.5898437500,6455.5126953125,336.0256347656,7848.4614257813,7663.2050781250,4755.8974609375,3045.6411132813,5943.2050781250,7978.2050781250,4444.2309570313,7234.8715820313,3174.3588867188,6269.2309570313,6746.2822265625,4434.2309570313,,,
2719.4062500000,3,5047.6923828125,291.4102478027,6217.3076171875,1392.0512695313,4690.8974609375,7581.2822265625,4454.1025390625,7360.5126953125,2245.1281738281,7858.5898437500,5817.6923828125,681.1538085938,3047.8205566406,3028.5898437500,1337.3077392578,7579.4873046875,,,
2719.4140625000,3,8392.1796875000,2323.0769042969,5503.7177734375,6523.3334960938,420.1282043457,2070.2563476563,2577.4357910156,3033.4614257813,5865.6411132813,5233.8461914063,1053.8461914063,3224.6154785156,4097.3076171875,7768.8461914063,3095.5129394531,5065.7690429688,,,
2719.4218750000,3,2349.6154785156,3008.7180175781,1991.4102783203,1337.9487304688,3014.1025390625,594.8717651367,3971.4101562500,2917.5642089844,6377.3076171875,5379.6152343750,1318.2050781250,3697.3076171875,2570.6411132813,7220.6411132813,122.1794815063,1696.2821044922,,,
2719.4296875000,3,7675.8974609375,7099.8715820313,5894.1025390625,5977.9487304688,494.2307739258,8060.7690429688,3831.4101562500,2658.4614257813,4097.1796875000,6731.0258789063,4920.2563476563,6544.7436523438,3588.7180175781,6981.4101562500,2975.2563476563,2969.7436523438,,,
2719.4375000000,3,3917.4357910156,3914.3588867188,6166.1538085938,1488.9743652344,1721.9230957031,7444.2309570313,1343.2050781250,6993.7177734375,6298.9741210938,2294.3588867188,6153.0771484375,7878.8461914063,1303.9743652344,5809.1025390625,3932.0512695313,7390.5126953125,,,
2719.4453125000,3,3057.3076171875,2390.6411132813,5299.3588867188,4020.2563476563,8078.7177734375,8191.9228515625,4835.8974609375,6798.0771484375,7370.8974609375,314.8717956543,5556.4101562500,5335.1284179688,4463.4614257813,3956.5385742188,6193.3334960938,6046.4101562500,,,
2719.4531250000,3,6980.5126953125,5939.4873046875,4247.0512695313,4045.7692871094,5510.6411132813,6780.2563476563,6841.0258789063,4338.7177734375,5817.8203125000,4078.8461914063,6351.7949218750,6144.7436523438,3689.8718261719,904.3589477539,5584.3588867188,5926.2822265625,,,
2719.4609375000,3,1338.2050781250,1781.4102783203,8007.0512695313,2020.0000000000,1483.7178955078,2645.6411132813,1622.0512695313,1624.1025390625,5069.1025390625,7024.6152343750,6771.1538085938,5345.2563476563,3873.4614257813,787.5640869141,7677.6923828125,4536.1538085938,,,
2719.4687500000,3,6048.7177734375,6487.5639648438,563.7179565430,6887.3076171875,769.1025390625,2435.1281738281,5767.6923828125,8086.1538085938,6157.8203125000,3682.8205566406,6100.6411132813,4082.3076171875,4244.8715820313,7462.1796875000,184.3589630127,1888.3333740234,,,
2719.4765625000,3,4128.5898437500,1083.8461914063,2126.4101562500,4186.9228515625,4048.8461914063,6111.2822265625,5138.8461914063,4564.3588867188,6691.7949218750,2988.4614257813,4217.9487304688,874.1025390625,8390.8974609375,7072.1796875000,4737.5639648438,6210.3847656250,,,
2719.4843750000,3,763.3333129883,5336.2822265625,5988.9741210938,2602.1794433594,6638.7177734375,6395.8974609375,279.6153869629,1851.1538085938,5237.8203125000,8259.6152343750,2872.0512695313,5080.5126953125,3586.9230957031,2360.8974609375,3773.2050781250,1108.7178955078,,,
2719.4921875000,3,5988.4614257813,320.2564086914,2489.6154785156,1540.2563476563,5057.1796875000,2581.2819824219,2777.3076171875,7115.6411132813,3558.8461914063,2312.3076171875,3355.8974609375,7072.4360351563,7408.7177734375,1556.9230957031,6761.6665039063,2089.1025390625,,,
2719.5000000000,3,2152.3076171875,1757.6922607422,7193.7177734375,4380.1284179688,6724.6152343750,7135.1284179688,2078.9743652344,7215.3847656250,2492.5642089844,8099.4873046875,3736.7949218750,2727.0512695313,6303.5898437500,3271.4101562500,1549.3590087891,260.3846130371,,,
2719.5078125000,3,1471.5384521484,3683.8461914063,4373.7177734375,3526.6667480469,6028.0771484375,4466.5385742188,701.4102783203,2991.6667480469,5390.7690429688,7912.0512695313,2011.9230957031,7404.3588867188,522.4359130859,5650.7690429688,8095.1284179688,3818.5898437500,,,
2719.5156250000,3,1074.7435302734,6937.9487304688,3446.9230957031,5761.2822265625,8242.3076171875,5350.0000000000,5662.4360351563,2905.3845214844,3600.8974609375,8195.5126953125,7138.7177734375,6209.1025390625,928.5897216797,5703.3334960938,6919.6152343750,4726.0258789063,,,
2719.5234375000,3,4290.5126953125,940.7692260742,7092.6923828125,3291.1538085938,5641.6665039063,5252.3076171875,2558.7180175781,582.8204956055,1373.2050781250,569.1025390625,7100.7690429688,4665.5126953125,3895.8974609375,3004.6154785156,7402.6923828125,4495.8974609375,,,
2719.5312500000,3,4508.9741210938,283.3333129883,947.4359130859,1882.4359130859,3125.3845214844,6392.3076171875,7834.8715820313,954.6153564453,2643.0769042969,5207.6923828125,7180.8974609375,8106.9228515625,2506.2819824219,2384.6154785156,1344.3590087891,5696.7949218750,,,
2719.5390625000,3,1335.2563476563,6874.7436523438,4934.7436523438,2383.2050781250,4770.2563476563,7248.5898437500,3185.3845214844,7871.5385742188,3161.1538085938,5388.9741210938,2524.8718261719,3258.4614257813,3671.6667480469,5564.1025390625,1925.5128173828,6675.1284179688,,,
2719.5468750000,3,3798.4614257813,7151.5385742188,8016.9228515625,2970.7692871094,2972.5642089844,381.0256347656,6775.0000000000,4772.5639648438,5166.4101562500,3521.6667480469,4379.1025390625,7093.0771484375,998.9743652344,7806.4101562500,587.6923217773,6480.8974609375,,,
2719.5546875000,3,7057.8203125000,742.6923217773,2633.8461914063,6916.7949218750,333.3333129883,251.1538391113,8068.4614257813,5740.6411132813,4569.3588867188,2739.8718261719,1199.7435302734,6778.9741210938,2178.9743652344,4064.7436523438,3604.2307128906,5865.2563476563,,,
2719.5625000000,3,3465.0000000000,2480.5126953125,2248.7180175781,4587.9487304688,5771.1538085938,8257.1796875000,5124.3588867188,931.0256347656,3408.2050781250,615.1281738281,4155.0000000000,7568.3334960938,7247.5639648438,5483.9741210938,4851.5385742188,1438.5897216797,,,
2719.5703125000,3,8336.0253906250,1682.0512695313,5830.1284179688,7626.9228515625,5827.5639648438,7116.2822265625,6156.6665039063,5448.8461914063,1589.2307128906,4086.9230957031,358.2051086426,779.7435913086,7598.3334960938,5212.0512695313,1235.6409912109,5841.4101562500,,,
2719.5781250000,3,2972.5642089844,8247.3076171875,1718.0769042969,7663.3334960938,1575.1281738281,164.2307586670,381.7948608398,1235.3846435547,1189.3590087891,7234.4873046875,5048.0771484375,3261.7949218750,6168.0771484375,6277.3076171875,5842.1796875000,4886.0258789063,,,
2719.5859375000,3,4325.2563476563,4540.8974609375,5582.1796875000,4608.9741210938,8331.9228515625,4711.7949218750,3761.4101562500,7301.5385742188,610.3845825195,7525.3847656250,5585.6411132813,7895.3847656250,522.1795043945,8336.1542968750,723.8461303711,450.8974304199,,,
2719.5937500000,3,6711.2822265625,5703.2050781250,4182.9487304688,8052.6923828125,8386.2822265625,5667.3076171875,3104.6154785156,10.1281957626,2952.0512695313,2435.2563476563,2960.3845214844,7082.9487304688,3687.4357910156,8330.2568359375,5395.8974609375,5118.4614257813,,,
2719.6015625000,3,5891.1538085938,2683.9743652344,4781.4101562500,4793.9741210938,7633.5898437500,6160.7690429688,6618.0771484375,5288.7177734375,2141.4101562500,3899.3588867188,2888.0769042969,2085.8974609375,7761.4101562500,2740.3845214844,508.4615173340,1830.5128173828,,,
2719.6093750000,3,3492.1794433594,6763.7177734375,8342.4355468750,1505.3846435547,7221.4101562500,4501.6665039063,5465.2563476563,7478.4614257813,1179.2307128906,5614.7436523438,2854.1025390625,8052.0512695313,1220.8974609375,2885.3845214844,5143.0771484375,3581.1538085938,,,
2719.6171875000,3,1043.7178955078,1611.0256347656,3016.0256347656,5176.4101562500,6649.1025390625,5744.8715820313,2705.7692871094,693.0769042969,7646.9228515625,5334.1025390625,3810.0000000000,2853.9743652344,3124.1025390625,6040.1284179688,410.2564086914,185.6410217285,,,
2719.6250000000,3,6158.7177734375,923.5897216797,2007.6922607422,5728.2050781250,6693.9741210938,7906.4101562500,5837.6923828125,6989.2309570313,7649.6152343750,3924.2307128906,1696.4102783203,4529.8715820313,2238.4614257813,4924.1025390625,5123.4614257813,3816.7949218750,,,
