Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference.1,Label,Mode of Stimulus,Stage
710.203125,0,7040.8974609375,224.230758667,5039.4873046875,5109.4873046875,4437.1796875,3960.2563476563,5414.8715820313,2967.5642089844,2022.3077392578,7451.9228515625,958.717956543,8180.384765625,7102.9487304688,2305.6411132813,142.3076782227,3162.3076171875,Lamp,audio,get_ready
710.2109375,0,2583.3332519531,931.6666870117,572.3076782227,26.0256328583,7436.9228515625,6069.4873046875,727.1795043945,3695.3845214844,5281.6665039063,8182.9487304688,1994.8718261719,1700.2563476563,6815.384765625,8096.9228515625,7059.8715820313,6678.4614257813,Lamp,audio,get_ready
710.21875,0,3506.9230957031,15.1281957626,7810.384765625,719.7435913086,3855.2563476563,4195.1284179688,4017.1794433594,3311.2819824219,4908.58984375,8298.4619140625,1455.2563476563,7789.1025390625,7686.794921875,2024.7435302734,2292.8205566406,4541.41015625,Lamp,audio,get_ready
710.2265625,0,289.7435913086,5248.205078125,961.5384521484,4883.0771484375,6865.2563476563,4456.2822265625,457.5640869141,4046.1538085938,6815.0,2633.0769042969,1771.4102783203,272.5640869141,4412.6923828125,5803.3334960938,2060.1281738281,781.4102783203,Lamp,audio,get_ready
710.234375,0,420.3846130371,3376.2819824219,58.3333244324,7734.7436523438,8317.9482421875,1336.5384521484,2788.8461914063,5732.8203125,3452.1794433594,4911.6665039063,1217.4359130859,8372.9482421875,8290.640625,1284.8718261719,1789.6153564453,4378.3334960938,Lamp,audio,get_ready
710.2421875,0,7920.7690429688,7742.1796875,8206.794921875,8192.1796875,4856.794921875,7572.1796875,7388.0771484375,4543.8461914063,575.3845825195,6931.6665039063,1493.205078125,5879.7436523438,7107.5639648438,4997.4360351563,1798.7178955078,2247.3076171875,Lamp,audio,get_ready
710.25,0,7048.4614257813,2584.3588867188,8242.6923828125,6805.5126953125,2537.3076171875,1934.1025390625,2141.6667480469,4359.615234375,6171.41015625,1305.6409912109,6595.0,2134.2307128906,8242.9482421875,4548.9741210938,5347.5639648438,4397.5639648438,Lamp,audio,get_ready
710.2578125,0,20.7692222595,8168.974609375,3238.205078125,2407.8205566406,8151.5385742188,1101.9230957031,270.5128173828,5634.2309570313,2489.1025390625,6511.1538085938,1811.6666259766,5749.8715820313,5193.8461914063,2990.2563476563,7743.3334960938,6630.6411132813,Lamp,audio,get_ready
710.265625,0,1967.5640869141,8164.1025390625,4385.6411132813,6433.7177734375,1560.8974609375,1218.9743652344,8286.5380859375,5804.1025390625,6238.3334960938,2517.0512695313,2450.5126953125,1766.1538085938,1711.794921875,6365.6411132813,2773.9743652344,8043.0771484375,Lamp,audio,get_ready
710.2734375,0,478.9743652344,6997.3076171875,215.5128173828,5281.794921875,1709.3590087891,6021.41015625,646.7948608398,5940.384765625,6302.3076171875,2730.6411132813,6124.3588867188,6775.7690429688,4296.794921875,4052.0512695313,5803.9741210938,3275.0,Lamp,audio,get_ready
710.28125,0,7576.5385742188,2758.205078125,615.6409912109,2558.7180175781,7730.7690429688,7866.2822265625,2967.8205566406,5529.8715820313,3505.5129394531,28.5897350311,4871.5385742188,7044.8715820313,4748.0771484375,1517.5640869141,126.6666564941,6816.9228515625,Lamp,audio,get_ready
710.2890625,0,987.5640869141,7068.4614257813,3292.5642089844,3758.3332519531,7290.6411132813,7432.6923828125,3648.0769042969,8155.384765625,6697.9487304688,7932.4360351563,155.7692260742,4573.0771484375,8289.23046875,2077.5642089844,7249.4873046875,7419.3588867188,Lamp,audio,get_ready
710.296875,0,2435.7692871094,4911.1538085938,3498.4614257813,326.0256347656,8040.1284179688,2293.8461914063,2285.2563476563,2853.205078125,3283.58984375,5585.384765625,550.3845825195,4004.6154785156,1426.0256347656,3186.41015625,4191.1538085938,3346.1538085938,Lamp,audio,get_ready
710.3046875,0,7656.41015625,2992.5642089844,7303.3334960938,3232.3076171875,2527.4357910156,5065.5126953125,3070.6411132813,235.2564086914,8353.3330078125,6628.205078125,398.7179260254,4018.3332519531,2820.2563476563,223.2051239014,6696.2822265625,2490.1281738281,Lamp,audio,get_ready
710.3125,0,8079.8715820313,2701.2819824219,2509.2307128906,6556.9228515625,102.6922988892,1402.0512695313,3667.9487304688,8078.3334960938,2312.5642089844,1871.4102783203,3785.7692871094,4382.9487304688,5666.6665039063,934.6153564453,61.5384521484,4626.1538085938,Lamp,audio,get_ready
710.3203125,0,151.9230651855,1071.6666259766,3129.6154785156,4561.6665039063,196.5384521484,4411.794921875,1268.5897216797,1133.0769042969,1159.1025390625,72.9487075806,3765.1281738281,8322.8203125,5415.1284179688,3971.2819824219,7431.41015625,39.7435798645,Lamp,audio,get_ready
